Categories;Categories 1;Categories 2;Categories 3;Continents;Country;En el TOP;Rank Tops;Table Names;Username;Comments;Engagement;Likes;Nº Total Channels;Rank;Suscribers;Total Suscribers;Visits
;;;;Ásia;Pakistán;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;HUMTV;1;0,00079375;253;1;141;32000000;32000000;8700
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;dream;12000;0,78875;240400;1;142;32000000;32000000;3400000
Animación;Animación;;;América del Norte;México;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;GENIALBrightSideSpanish;16;0,001507837;465;1;143;31900000;31900000;13100
Películas;Películas;;;América del Sur;Brasil;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;enaldinho;623;0,133826498;41800;1;144;31700000;31700000;1200000
;;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;luisfonsi;43;0,004867508;1500;1;145;31700000;31700000;16600
;;;;Ásia;Japón;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;junya1gou;41;0,030606349;9600;1;146;31500000;31500000;407900
;;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;vladnikihindi;0;0,001907937;601;1;147;31500000;31500000;188600
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;gulshankalra07;251;0,558124204;175000;1;148;31400000;31400000;4200000
;;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;fallontonight;92;0,004766773;1400;1;149;31300000;31300000;59500
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;AttaHalilintar;143;0,033796117;10300;1;150;30900000;30900000;239800
Animación;Animación;Juguetes;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;LittleAngel;0;0,002035714;627;1;151;30800000;30800000;348800
Música y baile;Música y baile;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;toyoraljanahtv;0;0;0;1;152;30700000;30700000;100000
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;akshaynagwadiya;319;1,314767974;402000;1;153;30600000;30600000;10400000
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;TalkingTom;0;0,002705882;828;1;154;30600000;30600000;293700
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;jacksepticeye;2800;0,401639344;119700;1;155;30500000;30500000;1500000
;;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;boramtubevlog4821;0;0,000770492;235;1;156;30500000;30500000;37400
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;TrapNation;73;0,005174342;1500;1;157;30400000;30400000;47500
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;adityamovies;5;0,002555921;772;1;158;30400000;30400000;20400
Educación;Educación;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;infobellstamilrhymes;0;0,007615894;2300;1;159;30200000;30200000;736400
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;spinninrecords;27;0,003331126;979;1;160;30200000;30200000;29100
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;shemaroomovies;9;0,000870861;254;1;161;30200000;30200000;28200
Educación;Educación;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;infobellstelugurhymes;0;0,008609272;2600;1;162;30200000;30200000;295700
;;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;MashaOso;0;0,008637874;2600;1;163;30100000;30100000;387700
Películas;Películas;Humor;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;ashishchanchlanivines;0;0;0;1;164;30100000;30100000;0
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;ultrarecords;15;0,002036667;596;1;165;30000000;30000000;20200
Animación;Animación;;;América del Sur;Argentina;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;AlejoIgoa;1700;0,869459732;257399;1;166;29800000;29800000;5200000
Música y baile;Música y baile;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;adityamusic;6;0,000844068;243;1;167;29500000;29500000;11100
Películas;Películas;Videojuegos;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;GoldminesDishoom;0;0,000387755;114;1;168;29400000;29400000;9100
;;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;LeoNataFamily;36;0,083115646;24400;1;169;29400000;29400000;1300000
Animación;Animación;Juguetes;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;KidsRomaShow;0;0,009655172;2800;1;170;29000000;29000000;1700000
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;LankyBox;180;0,015448276;4300;1;171;29000000;29000000;232200
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;DrakeOfficial;2300;0,114532872;30800;1;172;28900000;28900000;991800
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;CrazyXYZ;9100;1,293728223;362200;1;173;28700000;28700000;5800000
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;mujjuu___14;78;0,271251748;77500;1;174;28600000;28600000;2600000
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;DanTDM;1900;0,114736842;30800;1;175;28500000;28500000;910100
Música y baile;Música y baile;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;bouncepatrol;0;0,019014085;5400;1;176;28400000;28400000;433900
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;JYPEntertainment;762;0,029901060;7700;1;177;28300000;28300000;334100
Música y baile;Música y baile;Animación;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;toycantando;0;0,016254417;4600;1;178;28300000;28300000;171800
Animación;Animación;Juguetes;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;nickjr;0;0,001031915;291;1;179;28200000;28200000;320400
;;;;Ásia;Indonesia;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;kimpro828;188;0,112723404;31600;1;180;28200000;28200000;952300
Vlogs diarios;Vlogs diarios;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;NichLmao;1200;0,613475177;171800;1;181;28200000;28200000;3000000
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;SandeepSeminars;724;0,046704626;12400;1;182;28100000;28100000;214300
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;GoldminesBollywood;3;0,000225;60;1;183;28000000;28000000;9400
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;brentrivera;15000;0,355357143;84500;1;184;28000000;28000000;3700000
;;;;América del Sur;Brasil;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;SpiderSlack;104;0,139657143;39000;1;185;28000000;28000000;472300
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;MarkRober;9100;2,0925;576800;1;186;28000000;28000000;20400000
Música y baile;Música y baile;Animación;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;dbillions;0;0,002311828;645;1;187;27900000;27900000;1500000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;wizkhalifa;70;0,005985663;1600;1;188;27900000;27900000;21100
;;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;DanielLaBelle;742;0,686482014;190100;1;189;27800000;27800000;3100000
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;indosiar;25;0,001601449;417;1;190;27600000;27600000;30200
Juguetes;Juguetes;;;;;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;kidstv;0;0,000217391;60;1;191;27600000;27600000;84800
Películas;Películas;Animación;;América del Sur;Brasil;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;renatogarciayoutuber;1600;0,274181818;73800;1;192;27500000;27500000;774100
;;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;ThatLittlePuff;188;0,140467153;38300;1;193;27400000;27400000;490000
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;Netflix;128;0,009626374;2500;1;194;27300000;27300000;140500
Noticias y Política;Noticias y Política;;;Ásia;Filipinas;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;RaffyTulfoInAction;565;0,028284133;7100;1;195;27100000;27100000;443200
;;;;América del Sur;Ecuador;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;enchufetv;11;0,006313653;1700;1;196;27100000;27100000;22900
;;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;Azhan5star;463;0,343518657;91600;1;197;26800000;26800000;2000000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;worldstarhiphop;144;0,003880150;892;1;198;26700000;26700000;39100
Música y baile;Música y baile;Películas;;América del Norte;Estados Unidos;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;AGT;105;0,020617978;5400;1;199;26700000;26700000;374600
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top 101-500;youtubers_df.csv,Paises-Continentes.xlsx/Paises-Continentes;TheLallantop;14;0,002018727;525;1;200;26700000;26700000;22000
;;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Tilak;0;0;0;1;201;26600000;26600000;0
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;smosh;163;0,041747170;10900;1;202;26500000;26500000;142200
Animación;Animación;Juguetes;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;dianaromahin;0;0,000815094;216;1;203;26500000;26500000;64800
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;topperguild;993;0,403369811;105900;1;204;26500000;26500000;1800000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;beyonce;3000;0,247547170;62600;1;205;26500000;26500000;1100000
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;abp_live;0;0,000151515;40;1;206;26400000;26400000;2000
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TsurikiShow;5;0,015549242;4100;1;207;26400000;26400000;221000
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ishaanali11;402;0,865406844;227200;1;208;26300000;26300000;3300000
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TuzelityOfficial;397;0,182878327;47700;1;209;26300000;26300000;1300000
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mariliamendoncareal;260;0,034828897;8900;1;210;26300000;26300000;78100
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;1MILLION_Dance;11;0,005385496;1400;1;211;26200000;26200000;19000
Música y baile;Música y baile;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;unknownboyvarun;160;0,583053435;152600;1;212;26200000;26200000;1900000
Películas;Películas;Animación;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;wbkids;0;0,002954198;774;1;213;26200000;26200000;47600
;;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;sagawa;51;0,046759542;12200;1;214;26200000;26200000;377200
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;postmalone;687;0,112545802;28800;1;215;26200000;26200000;511000
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;davidguetta;177;0,009454198;2300;1;216;26200000;26200000;34100
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;VanossGaming;785;0,194173077;49700;1;217;26000000;26000000;1100000
Música y baile;Música y baile;Películas;;América del Norte;México;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LosPolinesios;1900;0,47;120300;1;218;26000000;26000000;2800000
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;danrhodes;117;0,036988462;9500;1;219;26000000;26000000;207600
Películas;Películas;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RansEntertainment;398;0,059294574;14900;1;220;25800000;25800000;475600
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ChrisBrownTV;645;0,056375969;13900;1;221;25800000;25800000;460100
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;coldplay;177;0,023554264;5900;1;222;25800000;25800000;92600
;;;;América del Norte;El Salvador;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;alfredolarin;2500;2,103501946;538100;1;223;25700000;25700000;9800000
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DangalTVChannel;8;0,0055;1400;1;224;25600000;25600000;58600
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;suntv;2;0,001738281;443;1;225;25600000;25600000;14800
Películas;Películas;Humor;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TRANS7Official;3;0,000380392;94;1;226;25500000;25500000;4200
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Priyal_Kukreja;455;0,659823529;167800;1;227;25500000;25500000;6100000
Películas;Películas;Animación;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PenMovies;188;0,048771654;12200;1;228;25400000;25400000;283900
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MartaAndRustam;101;0,791342520;200900;1;229;25400000;25400000;14100000
Animación;Animación;Humor;;América del Sur;Colombia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AmiRodrigueZZ;237;0,354870079;89900;1;230;25400000;25400000;2000000
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PrestonYT;332;0,500125984;126700;1;231;25400000;25400000;3000000
Música y baile;Música y baile;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kidschannelindia;0;0,001201581;304;1;232;25300000;25300000;59200
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Yoeslan;113;0,232857708;58800;1;233;25300000;25300000;3300000
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;alanbecker;24000;1,737698413;413900;1;234;25200000;25200000;4600000
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;WatchMojo;112;0,004134921;930;1;235;25200000;25200000;25500
Vlogs diarios;Vlogs diarios;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;shfashowindia;0;0,024302789;6100;1;236;25100000;25100000;1400000
Animación;Animación;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DianaRomaARA;0;0,0116;2900;1;237;25000000;25000000;897600
Animación;Animación;Juguetes;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;dianaromaen;0;0,003416;854;1;238;25000000;25000000;467500
Fitness;Fitness;Salud y autoayuda;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ChloeTing;271;0,021484;5100;1;239;25000000;25000000;165400
;;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;likenastyaae;0;0,015261044;3800;1;240;24900000;24900000;728400
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;goldmineshindi;2;0,000389558;95;1;241;24900000;24900000;9100
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;StokesTwins;7800;0,659036145;156300;1;242;24900000;24900000;8100000
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;rug;3300;0,315725806;75000;1;243;24800000;24800000;2700000
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Venus_Movies;5;0,000556452;133;1;244;24800000;24800000;10500
Música y baile;Música y baile;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;1theK;48;0,003411290;798;1;245;24800000;24800000;11700
Música y baile;Música y baile;;;Ásia;Turquía;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;netdmuzik;33;0,000817814;169;1;246;24700000;24700000;6400
